,bib_number,category,team_name,start_time,year,bikers,place
5232615112048640,213,mixed,The Wolf Pack,3600,2022,n,44
5242422200107008,137,mixed,Quit Your Wine-ing,3600,2022,n,21
5268312531402752,169,mixed,7 Pour Choices,0,2022,n,55
5292555138760704,143,male,Sanne-7,0,2022,n,35
5318801415471104,217,male,77 bottles 10.0,3600,2022,n,36
5325773288243200,177,mixed,Head in the clouds Feet on the ground,0,2022,n,54
5332601950699520,240,female,The GOLDen Girls,9900,2022,n,4
5353835061051392,104,female,Wing & A Prayer,1800,2022,n,27
5376494436089856,172,mixed,Rochester Road Runners,7200,2022,n,15
5379992955387904,206,female,My Drinking Team Has a Running Problem,1800,2022,n,28
5383159688462336,93,female,Pimp My Stride,1800,2022,n,35
5387108575346688,92,mixed,Andrews Playing Ping Pong,0,2022,n,16
5388758379659264,248,mixed,Random Acts of Running,9000,2022,n,13
5393572769562624,146,female,Women of Oregon East,7200,2022,n,12
5396096666828800,74,mixed,"Not Fast, Just Fabulous",0,2022,n,53
5406681546620928,145,mixed,Cruisin' Then Boozin',1800,2022,n,52
5409050019758080,55,mixed,Supply Chain Issues,0,2022,n,37
5422602721951744,201,mixed,We've got the RUNS!,0,2022,n,27
5430028988841984,233,mixed,Our Drinking Team Has A Running Problem,1800,2022,n,23
5433292627116032,97,mixed,7th wave,9000,2022,n,9
5436806245908480,109,female,On Cloud Wine,3600,2022,n,18
5446650847821824,147,male,Oregon East,9000,2022,n,16
5448271392669696,228,mixed,Wolf Pack,9900,2022,n,3
5451604824162304,193,mixed,Team Name Intentionally Blank #7,3600,2022,n,17
5454659284107264,198,male,The Notorious R.U.N.N.E.R.S.,1800,2022,n,39
5457234788089856,117,mixed,No Speed No Trust,3600,2022,n,49
5457983454576640,211,female,We've Got a Runner!,1800,2022,n,36
5466510776598528,65,female,"A Chick, Some Hens, and One Tough Old Bird",1800,2022,n,30
5468166218055680,112,male,Seven Can't Wait,1800,2022,n,31
5469920108216320,108,female,Megaphone Megafun: Not the fastest but the loudest,0,2022,n,29
5474883278471168,218,mixed,Lactic Acid Droppers,7200,2022,n,8
5523897176817664,216,female,Rosie the Runners,3600,2022,n,32
5536834155184128,166,mixed,Strong Hearts Vegan Power Team Angelica,7200,2022,n,56
5549787508113408,245,female,Stacy's mom,1800,2022,n,37
5574030115471360,202,mixed,Running On Empty,0,2022,n,50
5747940387717120,251,female,Pour Decisions,3600,2022,n,14
5776047526117376,205,female,Seven Women Wonders of the World,7200,2022,n,7
5778363453014016,194,mixed,Roadkill Racing,9900,2022,n,2
5795565065469952,195,mixed,Girls just want to have run.,1800,2022,n,18
5805372153528320,135,mixed,Bad Wolf,0,2022,n,20
5809321040412672,224,mixed,Weary Travelers,0,2022,n,38
5815785234628608,239,mixed,Silent Majority,3600,2022,n,12
5818309131894784,102,female,Seven Strong,0,2022,n,34
5822451896287232,214,male,Super Treader,0,2022,n,34
5855505092182016,140,mixed,CRC 2,9000,2022,n,5
5877628737159168,253,mixed,Running with Scissors,1800,2022,n,51
5880195919642624,254,male,Team Cat Lovers,1800,2022,n,40
5881751368892416,199,female,Chicks on a run,0,2022,n,33
5888723241664512,122,mixed,Rev Runners,3600,2022,n,65
5895551904120832,238,male,Big Jake and his Skinny Running Friends,9000,2022,y,11
5916785014472704,89,female,Hella Positive,7200,2022,n,9
5919100941369344,52,male,Checkers Garrow Mangan Team,7200,2022,n,30
5923296855982080,180,male,Has Beens,9000,2022,n,24
5926527208259584,121,mixed,Mid Life Crisis,0,2022,n,106
5933098306895872,136,male,EOM,9900,2022,n,13
5936302553825280,39,mixed,I-B-PRO-FUN,1800,2022,n,85
5942942908809216,84,mixed,Syracuse Trail Runners,9000,2022,n,59
5950058528768000,50,male,Local 2012,7200,2022,n,33
5950951345094656,64,mixed,Exercising Our Rights,1800,2022,n,91
5951708333080576,234,mixed,Sun's Out Runs Out,0,2022,n,66
5956522722983936,75,male,Hot Mess Express,1800,2022,y,41
5959046620250112,70,male,Kickin' Asphalt,9000,2022,n,22
5959159430250496,230,male,BOCES2Your Running Partner of Choice,1800,2022,n,42
5971999973179392,48,mixed,Another Round,3600,2022,n,80
5985552675373056,196,mixed,Pickled Peas,1800,2022,n,99
5992978942263296,221,mixed,Happy Feet,9000,2022,n,63
5996242580537344,83,mixed,Seven Sweaty Soles,3600,2022,n,87
5998260812513280,200,mixed,On The Road Again,3600,2022,n,88
6001300642725888,168,female,Ladies of the Lodge,0,2022,n,23
6002960446259200,181,mixed,Easier Said Than Run,0,2022,n,101
6005566686101504,236,mixed,Pour Choices,0,2022,n,83
6011221346091008,208,mixed,Sneaky 7,0,2022,n,107
6014554777583616,58,female,Read 'em and weep,0,2022,n,11
6017609237528576,176,male,Race Director Choice #7,7200,2022,n,43
6018366225514496,151,female,Worst.Wine.Tour.Ever,0,2022,n,22
6020184741511168,95,male,Beers and Miles,9900,2022,n,4
6020933407997952,178,male,7 Motley Misfits,9000,2022,n,44
6022488857247744,125,mixed,PhDs Probably hyperventilating Dejectedly,1800,2022,n,77
6029460730019840,56,mixed,Worst Pace Scenario,3600,2022,n,75
6031116171476992,99,male,Cobras,7200,2022,n,45
6032870061637632,107,female,Peer Pressure,1800,2022,n,38
6036289392476160,115,male,LUNAR Brothers,9000,2022,n,19
6037833231892480,167,male,77 Problems But A Van Ain't One,7200,2022,y,18
6086847130238976,203,female,Sugar Cats,3600,2022,n,10
6112737461534720,210,male,Seidel Sandwich,9900,2022,n,12
6136980068892672,155,mixed,Roadie Scum III: The Revengining,7200,2022,y,69
6198259991183360,36,female,This s*#%s hard!,3600,2022,n,19
6200575918080000,1,mixed,7even 7pirited 7ins,0,2022,n,97
6204771832692736,17,mixed,Sippin' Seven,7200,2022,n,71
6208002184970240,43,male,Wining in Any Weather,1800,2022,n,46
6212085893562368,35,male,Anonymous,7200,2022,n,47
6214573283606528,12,mixed,Easier Said Than Run,0,2022,n,72
6220919366221824,23,male,7 Seventies for the Seneca7,0,2022,n,54
6224417885519872,32,male,Throwback a Seven Pack,1800,2022,n,53
6227584618594304,10,female,Is This What We Call a Whinery Tour,1800,2022,n,39
6230789805047808,4,male,Vacci 'Gated,7200,2022,n,49
6232426321805312,47,female,We Run to Burn Off the Crazy,1800,2022,n,20
6233183309791232,11,male,Corning Heaters,9900,2022,y,48
6237997699694592,26,female,Never too Classy to be Trashy,1800,2022,n,21
6240521596960768,9,mixed,Just Drive By So I Can Walk,3600,2022,n,84
6240634406961152,79,mixed,Semi-Dry Runners,9900,2022,n,57
6251106476752896,40,female,World's Okayest Team,1800,2022,n,40
6253474949890048,24,mixed,Why Are We Doing This Again?,1800,2022,n,108
6267027652083712,7,female,It's Ladies' Night!,3600,2022,n,41
6274453918973952,59,male,OHH The Hill With It!,7200,2022,n,29
6277717557248000,25,mixed,Gold Rush Mixie (MMXXII),3600,2022,n,82
6279735789223936,30,mixed,Schwinners,1800,2022,y,102
6281231176040448,15,mixed,Chaffing first place,3600,2022,n,74
6282775619436544,20,mixed,SENECA LAKE EFFECT 7,0,2022,n,105
6284435422969856,34,mixed,My Circus My Monkeys,9000,2022,n,64
6287041662812160,119,mixed,Fourteen Feet,0,2022,n,86
6291075777953792,87,mixed,Steve-O's Allstar Juggernaut,0,2022,n,89
6296029754294272,54,female,Heart and Sole,9000,2022,n,5
6299084214239232,98,mixed,oh-limp-ians,1800,2022,n,92
6299841202225152,51,mixed,#5x77.7 take 3!,3600,2022,n,76
6303963833958400,21,mixed,Cab Savages,0,2022,n,98
6310935706730496,16,male,Down Downs Around the Lake,1800,2022,n,52
6312591148187648,22,mixed,Two Tired to Give a Shift,0,2022,n,109
6314345038348288,244,mixed,Y are we doing this,0,2022,n,81
6317764369186816,42,mixed,Dexy's Midnight Runners,1800,2022,n,94
6319308208603136,41,mixed,Select Eurocars Speedies,7200,2022,n,62
6381259085316096,124,mixed,Easier Said Than Run,3600,2022,n,68
6394212438245376,173,mixed,Lock 32 Brew Crew,3600,2022,n,73
6418455045603328,152,mixed,HWSXC,9900,2022,n,58
6451673195085824,188,male,Hawaiian Hillbilly's,3600,2022,y,50
6479734967894016,156,mixed,Better At Running Up A Tab,1800,2022,n,79
6482050894790656,80,mixed,Refuel with Chocolate Milk,3600,2022,n,93
6499252507246592,184,mixed,The Last Flock,1800,2022,n,104
6502394342932480,179,mixed,Running Heals,1800,2022,n,103
6505892862230528,225,mixed,"Not Fast, Just Furious",7200,2022,n,110
6509059595304960,116,male,Skaneateles Cycletes,3600,2022,y,23
6512264781758464,67,male,Lactic Asses,0,2022,n,55
6521996573671424,78,female,Randomly Assigned Team Name #7,3600,2022,n,13
6526139338063872,91,male,No Team Name Provided #7,1800,2022,n,51
6532581453463552,207,mixed,Great Lakes Adventure Addicts,3600,2022,n,78
6534949926600704,126,female,Joy made me do it!,1800,2022,n,42
6559192533958656,101,male,Team ICS,9900,2022,y,14
6564250596147200,255,mixed,Don't get Pulled #Goals,1800,2022,n,111
6572550754664448,197,mixed,Easier Said Than Run,3600,2022,n,70
6577504731004928,113,mixed,Burdett Blaze,9000,2022,n,61
6581316178935808,183,mixed,Wait...only signed up cause we thought there was a Running Ban,3600,2022,n,96
6583134694932480,158,female,7 Salty Roses,0,2022,n,17
6583883361419264,212,mixed,We came all the way from DC for this.,9900,2022,n,60
6585438810669056,133,male,High Noon Masters,9900,2022,n,2
6592410683441152,96,male,HUSTLE Fitness,9900,2022,n,1
6594066124898304,154,female,Double trouble,1800,2022,n,43
6595820015058944,185,mixed,Safety is NO accident,1800,2022,n,90
6599239345897472,187,female,7 Moms in Need of a Drink,1800,2022,n,31
6600783185313792,250,mixed,The 7 Neon Dwarfs,0,2022,n,100
6649797083660288,237,mixed,Tooty & the Go Fish,3600,2022,n,95
6699930022313984,204,mixed,Scrambled Legs & Bikin',3600,2022,y,67
4542046580768768,73,male ,Waiting (James Walker),0,2021,n,2
4658594813313024,137,female ,We're Not RELAYted,0,2021,n,22
4671805008642048,46,male ,Hammer Squad,0,2021,n,3
4702591334219776,40,mixed ,Running WTF,0,2021,n,13
4704169466265600,26,female ,Long Distance Relay-tionship (Kelly Lamb),0,2021,n,11
4706989380730880,8,mixed ,The Shizz,0,2021,n,3
4717061750128640,48,female ,Sugar Cats,0,2021,n,4
4746555743535104,31,female ,7 moms in need of a drink,0,2021,n,12
4788631675863040,145,mixed ,Y are we doing this?,0,2021,n,24
4818518675554304,134,female ,Cowbelles,0,2021,n,6
4834811164229632,158,mixed ,The Big Stupid Zucchinis,0,2021,n,31
4896105380708352,9,mixed ,RevRunners,0,2021,n,19
4900503427219456,60,mixed ,Cab Savages,0,2021,n,25
4931273697001472,83,female ,7 Fiesty Trash Bags who are over this Pandemic,0,2021,n,18
4957678031863808,71,female ,50 Shades of a Gray Van,0,2021,n,3
4966458069090304,22,mixed ,#5X77.7take2!,0,2021,n,9
4998536726839296,104,female ,Finger Lakes Health Hearts & Soles,0,2021,n,17
5151176022556672,6,female ,Mid Life Crisis,0,2021,n,21
5164664652562432,33,mixed ,Virtual Vagabonds,0,2021,n,22
5168768208601088,27,mixed ,The Last Flock,0,2021,n,28
5179158489464832,116,mixed ,Sack of Troy,0,2021,n,16
5185453703561216,20,female ,Pimp My Stride,0,2021,n,20
5186360394645504,86,female ,Worst.Wine.Tour.Ever,0,2021,n,15
5210549650456576,37,female ,77 bottles 11.0 (Hannah Somers),0,2021,n,8
5213043164184576,44,mixed ,Dexy's Midnight Runners,0,2021,n,26
5265525231845376,50,female ,Between a walk and a hard pace,0,2021,n,16
5305123706241024,67,male ,We Used to Work in Chicago,0,2021,n,4
5305402140917760,122,mixed ,Keymasters and Gatekeepers,0,2021,n,2
5380168931606528,89,female ,Where's The Finish Wine?,0,2021,n,14
5547016264351744,55,mixed ,7 Motley Misfits,0,2021,n,10
5617368952733696,120,mixed ,Six Sole Sisters and a Mister,0,2021,n,21
5621783055040512,109,mixed ,OLP Saturday Regulars,0,2021,n,17
5645351419641856,162,male ,O Sole Mio (Kevin Mitchell),0,2021,n,6
5713219284893696,38,mixed ,Integrated Circuit,0,2021,n,6
5730811470938112,5,mixed ,Easier Said Than Run,0,2021,n,30
5783588029071360,30,mixed ,Read 'em and weep,0,2021,n,14
5793306868973568,52,female ,Chafing Like a Flockstar,0,2021,n,25
5807777284882432,143,female ,Squirrel Bone Dodgers,0,2021,n,26
5925248264306688,11,mixed ,A Treat Not to be Tricked,0,2021,n,11
5934322792005632,153,mixed ,Steve-O's Allstar Juggernaut,0,2021,n,29
5941917703471104,32,male ,LUNAR,0,2021,n,5
5995895443161088,3,mixed ,In It To Wine It,0,2021,n,23
6021989231755264,54,female ,Heart and Sole,0,2021,n,1
6058767791685632,162,mixed ,"Like Fun, Only Different",0,2021,n,15
6071660075548672,108,mixed ,Kilt it Last Year,0,2021,n,5
6136632931516416,148,female ,7 salty roses,0,2021,n,13
6144227842981888,119,mixed ,"716 7 RUNNERS, 1 TEAM, 6 BIKES",0,2021,n,20
6207001675694080,79,mixed ,A pregnant lady and her masked sidekicks,0,2021,n,27
6259778233827328,152,female ,Run for Noah,0,2021,n,23
6265174122037248,147,male ,Is 2020 over yet?,0,2021,n,7
6285888078217216,35,mixed ,We're coming 77,0,2021,n,8
6300358494126080,87,mixed ,Lactic Acid Droppers,0,2021,n,12
6338664636350464,136,female ,Hella Positive,0,2021,n,9
6416906726670336,113,female ,SeaPigs,0,2021,n,2
6518984543305728,151,female ,It's Ladies Night!,0,2021,n,19
6567346999132160,14,mixed ,Vantastic Voyagers,0,2021,n,7
6567641489604608,1,female ,Seneca Seven Sole Sisters Swishing in Sweet Skirts,0,2021,n,10
6581833470836736,78,mixed ,Uvas Locas,0,2021,n,4
6594029768671232,16,male ,Has Beens,0,2021,n,1
6606929417732096,98,female ,Whats 125k between friends (Lindsay Batrowny),0,2021,n,5
6687386587103232,29,female ,The Drinking Team With a Running Problem,0,2021,n,24
6708378977959936,149,mixed ,Seven Sweaty Soles,0,2021,n,18
6747666906087424,24,female ,Mind Over Miles,0,2021,n,7
6752064952598528,28,mixed ,Seidel Sandwich,0,2021,n,1
4513704007696384,49,female,Read 'em and Weep,3600,2020,n,7
4519056677797888,281,mixed,"Not Fast, Just Fabulous",0,2020,n,33
4550396685058048,217,mixed,Team Blackout,0,2020,n,23
4590696463859712,73,mixed,Run For Fun,6300,2020,n,22
4655835850473472,300,mixed,At a medium pace,0,2020,n,11
4662595692789760,245,mixed,White Claw Outlaws,0,2020,n,27
4685179067039744,69,female,Seven Moms in Need of a Drink,0,2020,n,18
4708171268489216,150,female,50 Shades of a Gray Van,3600,2020,n,4
4726204594651136,68,mixed,Vantastic Voyagers,6300,2020,n,18
4746668469649408,262,mixed,Team Centerline,0,2020,n,42
4802148105715712,46,female,Hella Positive,0,2020,n,11
4806796602507264,11,male,We Used to Work in Chicago,3600,2020,n,4
4807995166818304,340,female,Where's The Finish Wine?,0,2020,n,23
4809719294197760,202,female,Cornell Running Club Elite Horse Farming Club,10800,2020,n,2
4846297081184256,35,female,Cowbelles,7200,2020,n,5
4864851339902976,199,female,PaceMakers,0,2020,n,14
4866942083006464,131,female,"A Chick, Some Hens, and One Tough Old Bird",1800,2020,n,27
4878363910995968,121,mixed,Lactic Acid Droppers,3600,2020,n,30
4972609150124032,99,male,Checkers AC All Male Co-ed Team,3600,2020,n,6
4990200430198784,27,mixed,Tobinators,7200,2020,n,3
5008718852784128,74,mixed,Tooty and the Go Fish,0,2020,n,17
5045735632404480,91,mixed,Six Sole Sisters and a Mister,0,2020,n,40
5054614269329408,126,female,Mind Over bladder,0,2020,n,13
5060569174376448,113,female,Agony of De-feet,0,2020,n,12
5078048315539456,320,mixed,Fo Shizzle We Sizzle,0,2020,n,15
5168454323666944,28,mixed,"716 7 RUNNERS, 1 TEAM, 6 BIKES",0,2020,n,21
5186473120759808,194,mixed,SanneCa7,1800,2020,n,14
5197074475778048,251,female,Seven Deadly Moms,0,2020,n,15
5197747980337152,220,mixed,CDP,6300,2020,n,36
5214146165473280,343,female,Running Like A Mother,10800,2020,n,1
5221578136616960,156,female,The Running Joke,1800,2020,n,26
5224015161458688,341,female,7 Salty roses,1800,2020,n,24
5233522105122816,95,mixed,Safety is No Accident,1800,2020,n,41
5259122761007104,107,mixed,Steve-Os Allstar Juggernaut,6300,2020,n,46
5287063804968960,347,male,77 bottles 10.0,0,2020,n,7
5338364370747392,159,mixed,Sack of Troy,1800,2020,n,43
5359355520090112,256,mixed,Y are we doing this?,6300,2020,n,35
5381061076844544,93,mixed,Drag-N-Fly,0,2020,n,47
5387552584368128,302,mixed,Gold Rushes Forth,0,2020,n,38
5412299145740288,58,female,Worst.Wine.Tour.Ever!,0,2020,n,22
5482227454443520,167,mixed,Lake WoesBeStrong,0,2020,n,19
5505490138169344,39,female,Sugar Cats,3600,2020,n,6
5559946464722944,9,female,Heart and Sole,3600,2020,n,8
5566600744796160,163,male,What a Treat Not to be Tricked,0,2020,n,5
5570743475634176,241,male,Heath Street Athletic Club (Of Engineers),10800,2020,n,3
5594334959239168,285,mixed,Happy Feet,0,2020,n,51
5647111517372416,310,mixed,Untrained Degenerates,0,2020,n,44
5652749299482624,12,mixed,Fourteen Feet,6300,2020,n,34
5661621493956608,26,mixed,Gears & Beers,6300,2020,n,37
5664165221892096,130,female,Run For Noah,1800,2020,n,32
5665499580989440,299,mixed,"Like Fun, Only Different",6300,2020,n,32
5713943993516032,183,female,The Young & The Rest of Us,1800,2020,n,28
5726255651487744,94,mixed,Rochester Road Runners,3600,2020,n,25
5822494896291840,17,mixed,"Thank you sir, may we please run another?",1800,2020,n,49
5841421441433600,203,mixed,Elite Running Club,10800,2020,n,2
5861634631270400,250,female,Mind Over Miles,6300,2020,n,19
5897724570370048,102,mixed,The Chickens Didn't Pick Us,6300,2020,n,48
5910537263120384,117,mixed,Running WTF,6300,2020,n,31
5922473245671424,118,female,Long Distance Relay-tionship,6300,2020,n,16
5966701174718464,140,male,Henchen's Harriers,10800,2020,n,1
5996601596182528,295,female,Nice Bum....Where You From?,0,2020,n,10
6007730628198400,138,female,Joy made me do it!,1800,2020,n,30
6012318727012352,75,female,The Blankettes,0,2020,n,9
6012879253798912,100,mixed,Seven Sweaty Soles,0,2020,n,28
6063210734026752,298,mixed,Seneca Seven Story,6300,2020,n,24
6077947035254784,152,mixed,Cab Savages,0,2020,n,45
6088490810867712,128,mixed,Amphenol,7200,2020,n,5
6147726026735616,272,female,Phillips Team,6300,2020,n,25
6157749507325952,307,mixed,Running Renegades,6300,2020,n,26
6259778535817216,2,female,My Drinking Team Has a Running Problem,1800,2020,n,33
6263633906499584,79,mixed,Kickin' Asphalt,7200,2020,n,8
6299597043400704,267,mixed,Burdett Bombers II,3600,2020,n,12
6312373027602432,314,mixed,Watkins Winos,0,2020,n,4
6320239293759488,201,female,Uphill Both Ways,0,2020,n,29
6340046072315904,205,mixed,The 7 Wonders,3600,2020,n,6
6395429809815552,77,mixed,The LAST Flock,1800,2020,n,50
6415054454915072,259,mixed,Scrambled Legs & Bikin',0,2020,n,20
6415168405766144,144,mixed,Chafed And Confused,0,2020,n,16
6427350006759424,177,female,Between a Walk and a Hard Pace,0,2020,n,20
6435091718864896,59,mixed,Races Have No Safe Word,0,2020,n,52
6459648160825344,232,female,Chafing Like A Flockstar,1800,2020,n,31
6469854211080192,165,mixed,Seven Winded Warriors,6300,2020,n,39
6500311837442048,242,mixed,CMYK- Craving Multisport Yielding Kindness,0,2020,n,29
6520644481056768,8,male,Cornell Running Club Running Club,10800,2020,n,2
6533361979883520,191,mixed,We're Coming 77,0,2020,n,10
6551152304848896,134,mixed,Kilt it Last Year,3600,2020,n,7
6561021300834304,4,female,Chicks on the run,1800,2020,n,21
6614224704897024,244,mixed,The Shizz,7200,2020,n,9
6641049325797376,187,female,Team Chocolate Milk,6300,2020,n,17
6651261013196800,42,mixed,Integrated Circuit,3600,2020,n,13
6694438688522240,255,female,Ladies of the lake (we will burn your house down),7200,2020,n,3
6743464129593344,319,mixed,Orange You Glad To Be Running?,0,2020,n,1
4621151875629056,139,mixed,Presto & The Change-Os,0,2019,n,3
4645153025294336,253,mixed,Scrambled Legs,3600,2019,n,2
4669745471160320,35,female,The Life of Riley,6300,2019,n,11
4676111417999360,137,male,Old Vegan Farts,3600,2019,n,10
4677148317057024,128,female,Pacemakers,0,2019,n,25
4683743977537536,69,male,7 Motley Misfits,0,2019,n,37
4691520619806720,218,male,Heath Street Athletic Club (of Engineers),10800,2019,n,6
4702270084087808,282,mixed,ROC Crew,7200,2019,n,4
4703733023768576,57,male,SEXTUPLE ENTENDRE plus one more,1800,2019,n,44
4707462062014464,292,female,Challenge By Choice,6300,2019,n,15
4710252247252992,92,mixed,Senecasaurus Rex,6300,2019,n,5
4717809544200192,98,mixed,Renegades of the Road,6300,2019,n,26
4718495564562432,208,female,Red Newt Racing,10800,2019,n,1
4726768208445440,342,mixed,The Trail Markers,0,2019,n,40
4730415843639296,293,male,Tiger Tough,0,2019,n,29
4736403363594240,157,mixed,A Running Joke,1800,2019,n,39
4745030476496896,205,mixed,Prancing Ponies,0,2019,n,30
4747181919567872,78,mixed,Damn Gravity,1800,2019,n,38
4749147471085568,211,mixed,LORI'S LUNATICS,1800,2019,n,25
4753424520314880,278,female,Warrior Women II,1800,2019,n,27
4762429187686400,159,mixed,7 Running Friends Forever,3600,2019,n,12
4764076106317824,199,female,We Run to Burn Off the Crazy,0,2019,n,23
4765812950827008,106,mixed,Rochester Road Runners,6300,2019,n,14
4770390916202496,41,mixed,Integrated Circuit,3600,2019,n,10
4772248892211200,267,mixed,Team Tutu Much,1800,2019,n,41
4776407225860096,274,female,Screamin' Eagles,0,2019,n,14
4785890513649664,284,male,The Seven Splinty Shins Redux,6300,2019,n,34
4800847804366848,120,male,People Be Crazy,3600,2019,n,26
4810482959515648,203,female,Mother Fartlekers,3600,2019,n,13
4814517879963648,283,female,Sore Toes and Stinky Clothes,6300,2019,n,20
4816848906354688,79,female,Peer Pressure,1800,2019,n,33
4817885805412352,87,female,Sugar Hill Gang,6300,2019,n,34
4824481465892864,311,mixed,Higher Ed. Lower Expectations,6300,2019,n,31
4826625661206528,305,mixed,Oh Hill No!!!,1800,2019,n,42
4832258108162048,339,mixed,RevRunners,6300,2019,n,17
4843007572443136,104,mixed,Wildcat Runners Club,6300,2019,n,21
4845705919201280,14,mixed,Fourteen Feet,6300,2019,n,23
4848199550369792,158,mixed,Mid leg crisis,0,2019,n,35
4850989735608320,70,male,Seven Seventies for the Seneca7,6300,2019,n,41
4858547032555520,27,male,GTB,7200,2019,y,19
4859233052917760,243,mixed,Strong Hearts Vegan Power Team Tofu,0,2019,n,19
4867505696800768,147,female,7 aceneS,1800,2019,n,36
4871153331994624,341,mixed,5 Sassy Sistas & 2 Matey Mistas,1800,2019,n,43
4877140851949568,236,mixed,Wine-ing in Any Weather,0,2019,n,32
4878423604330496,34,male,Bottomless Brewing,10800,2019,n,3
4882063689777152,60,mixed,Lock 32 Brew Crew,6300,2019,n,27
4885767964852224,197,mixed,Will Run for Wine,3600,2019,n,33
4887919407923200,343,female,Wonder Women,0,2019,n,26
4889884959440896,138,mixed,Pending,0,2019,n,36
4894162008670208,268,mixed,Untrained Degenerates,1800,2019,n,28
4903166676041728,148,mixed,Bad Wolf,6300,2019,n,15
4904813594673152,40,male,FingerLakes On Tap,7200,2019,n,45
4906550439182336,102,mixed,Select Eurocar Speedies,3600,2019,n,13
4911128404557824,166,mixed,Disqualify This IV,10800,2019,n,6
4912157653204992,270,mixed,Seidel Sandwich,7200,2019,n,7
4912986380566528,21,male,Dirty Mike & The Boys,10800,2019,n,8
4917144714215424,94,female,The League of Extraordinary Moms,0,2019,n,16
4972995596517376,312,mixed,I Thought This Was Speed Dating,1800,2019,n,44
4985208000479232,39,male,Why are we doing this again?,1800,2019,y,46
4988937038725120,91,male,Thought Criminals,6300,2019,n,35
4991727223963648,67,mixed,Depo's Crew,1800,2019,n,18
4999284520910848,244,mixed,Slow & Steady,1800,2019,n,89
5017878340304896,59,mixed,Chafing It Through The Streets,3600,2019,n,9
5030622447796224,15,female,Upstate Birds,10800,2019,n,4
5067365490360320,36,female,NY State of Grind,7200,2019,n,6
5082322781077504,2,female,Lucky 7,0,2019,n,35
5090253035536384,65,mixed,Seven Swans a'Sweating,1800,2019,n,85
5091957936226304,84,mixed,Prepping for the Zombie Apocalypse,0,2019,n,20
5095992856674304,327,mixed,A Million Legs Are Keeping Us Awake,0,2019,n,22
5098323883065344,99,female,Sassy 7,0,2019,n,37
5099360782123008,11,mixed,"716 7 RUNNERS, 1 TEAM, 6 BIKES",0,2019,y,37
5105956442603520,29,male,Cornell Running Club Running Club,10800,2019,n,2
5108100637917184,126,mixed,Stranger Ranger Danger,3600,2019,n,29
5113733084872704,193,male,Better at Runnin' Up a Tab,0,2019,n,23
5124482549153792,198,female,Seven Deadly Shins,1800,2019,n,22
5125945488834560,4,female,My Drinking Team Has A Running Problem,1800,2019,n,38
5127180895911936,246,mixed,"Runners, cause we suck at contact sports",1800,2019,n,34
5129674527080448,287,female,Bread Winners,0,2019,n,8
5132464712318976,83,mixed,Zombie YETI Endurance Training Team - ZYETT,10800,2019,n,1
5134120153776128,119,mixed,Abused by Willard- Saved by Geraldo,3600,2019,n,11
5140022009266176,97,mixed,OLP Saturday Regulars,0,2019,n,16
5140708029628416,310,male,Seneca Falls Tropics,0,2019,n,47
5145057824866304,194,mixed,What the Hill?,7200,2019,n,8
5148980673511424,165,female,"Get In Loser, We're Going Running",6300,2019,n,17
5152628308705280,200,mixed,Vantastic Voyagers,0,2019,n,24
5158615828660224,125,mixed,Oh the hill with it!,0,2019,n,69
5159898581041152,90,mixed,Hollow Leg,6300,2019,n,61
5163538666487808,324,female,RUNder Women,7200,2019,n,3
5167242941562880,247,mixed,7 Is Enough,1800,2019,n,87
5169394384633856,330,female,MIMtastics,1800,2019,n,32
5171359936151552,130,mixed,Call me an Uber,0,2019,n,80
5184641652752384,50,mixed,Lou's Playing Futbawl,1800,2019,n,65
5186288571383808,71,mixed,Sack of Troy,1800,2019,n,64
5188025415892992,26,mixed,Cornell bike team has no mercy,7200,2019,y,56
5192603381268480,231,mixed,SENECA LAKE EFFECT 7,0,2019,n,74
5193632629915648,56,female,Seven Women Wonders of the World,6300,2019,n,5
5194461357277184,177,male,Score This!!!,0,2019,n,30
5198619690926080,184,male,Syracuse Trail Runners,3600,2019,n,15
5208102978715648,303,mixed,Katies Cronies,3600,2019,n,62
5232695424581632,116,mixed,Running WTF,0,2019,n,78
5236730345029632,8,mixed,Uvas Locas,3600,2019,n,59
5239061371420672,151,mixed,BoneRot Progeny,0,2019,n,50
5240098270478336,145,female,Honey Badgers,1800,2019,n,24
5254470573228032,216,mixed,Winers Take All,0,2019,n,88
5265220037509120,195,mixed,Still I Run,0,2019,n,72
5266682977189888,331,mixed,Beasts of the Northeast,0,2019,n,77
5270412015435776,111,mixed,Dexy's Midnight Runners,0,2019,n,76
5273202200674304,10,male,Run One Race,1800,2019,n,25
5280759497621504,265,female,Warrior Women I,1800,2019,n,30
5281445517983744,12,mixed,Fartlek 7,6300,2019,n,67
5293365797060608,1,mixed,Lactic Acid Droppers,0,2019,n,63
5299353317015552,308,mixed,Y are we doing this?,6300,2019,n,68
5307980429918208,133,female,Urine Trouble,6300,2019,n,19
5310131872989184,251,mixed,"Nick, we're right behind you",0,2019,n,71
5312097424506880,179,mixed,Strong Hearts Vegan Power Team TVP,3600,2019,n,60
5316374473736192,43,male,Chafing the Dream,3600,2019,y,20
5325379141107712,121,female,The Pink Ladies,0,2019,n,29
5327026059739136,47,mixed,Get your shift in gear,0,2019,n,75
5348840467070976,20,mixed,Sole 7rain,7200,2019,n,49
