,year,path,waypoint,lat,lon
609,2025,9,86,42.38474,-76.86026
610,2025,9,87,42.38501,-76.86022
611,2025,9,88,42.38522,-76.86018
612,2025,9,89,42.38533,-76.85984
613,2025,9,90,42.38546,-76.85984
614,2025,9,91,42.38561,-76.8598
615,2025,9,92,42.38574,-76.85965
616,2025,9,93,42.38586,-76.85945
617,2025,9,94,42.38598,-76.85922
618,2025,9,95,42.38608,-76.85895
619,2025,9,96,42.38615,-76.85874
620,2025,9,97,42.38618,-76.85853
621,2025,10,0,42.38621,-76.85843
622,2025,10,1,42.38622,-76.85828
623,2025,10,2,42.38624,-76.85813
624,2025,10,3,42.38625,-76.85799
625,2025,10,4,42.38624,-76.85785
626,2025,10,5,42.38624,-76.85772
627,2025,10,6,42.3862,-76.8576
628,2025,10,7,42.38617,-76.85749
629,2025,10,8,42.38614,-76.85734
630,2025,10,9,42.38615,-76.8572
631,2025,10,10,42.3862,-76.85706
632,2025,10,11,42.38626,-76.85691
633,2025,10,12,42.3863,-76.85678
634,2025,10,13,42.38629,-76.85666
635,2025,10,14,42.38628,-76.85654
636,2025,10,15,42.38626,-76.85641
637,2025,10,16,42.38625,-76.85628
638,2025,10,17,42.38626,-76.85615
639,2025,10,18,42.38632,-76.85596
640,2025,10,19,42.38657,-76.8556
641,2025,10,20,42.38665,-76.85547
642,2025,10,21,42.38677,-76.85538
643,2025,10,22,42.38689,-76.85531
644,2025,10,23,42.38702,-76.85525
645,2025,10,24,42.38714,-76.85521
646,2025,10,25,42.38726,-76.85517
647,2025,10,26,42.38738,-76.85514
648,2025,10,27,42.38753,-76.85512
649,2025,10,28,42.38767,-76.85512
650,2025,10,29,42.38772,-76.85496
651,2025,10,30,42.38776,-76.8549
652,2025,10,31,42.38787,-76.85487
653,2025,10,32,42.38814,-76.85489
654,2025,10,33,42.38851,-76.85499
655,2025,10,34,42.38936,-76.85532
656,2025,10,35,42.38997,-76.85551
657,2025,10,36,42.39151,-76.85584
658,2025,10,37,42.39196,-76.85596
659,2025,10,38,42.39244,-76.8561
660,2025,10,39,42.39256,-76.85612
661,2025,10,40,42.39329,-76.85635
662,2025,10,41,42.39361,-76.85645
663,2025,10,42,42.3948,-76.85687
664,2025,10,43,42.39479,-76.85694
665,2025,10,44,42.3948,-76.85696
666,2025,10,45,42.39485,-76.85701
667,2025,10,46,42.39566,-76.85746
668,2025,10,47,42.39616,-76.85774
669,2025,10,48,42.39655,-76.85799
670,2025,10,49,42.39785,-76.85892
671,2025,10,50,42.39873,-76.85948
672,2025,10,51,42.39951,-76.85996
673,2025,10,52,42.40073,-76.8607
674,2025,10,53,42.40152,-76.86114
675,2025,10,54,42.40261,-76.86171
676,2025,10,55,42.40327,-76.86211
677,2025,10,56,42.40377,-76.86241
678,2025,10,57,42.40403,-76.86254
679,2025,10,58,42.40468,-76.8628
680,2025,10,59,42.40542,-76.86307
681,2025,10,60,42.40568,-76.86318
682,2025,10,61,42.40609,-76.86337
683,2025,10,62,42.40729,-76.86403
684,2025,10,63,42.4078,-76.86426
685,2025,10,64,42.41011,-76.86511
686,2025,10,65,42.41053,-76.86524
687,2025,10,66,42.41162,-76.86554
688,2025,10,67,42.41256,-76.86583
689,2025,10,68,42.41385,-76.86619
690,2025,10,69,42.41454,-76.86631
691,2025,10,70,42.41541,-76.86643
692,2025,10,71,42.41652,-76.86665
693,2025,10,72,42.41709,-76.86672
694,2025,10,73,42.41772,-76.86676
695,2025,10,74,42.41808,-76.86676
