,b,c,n,w,y,p,bike
4668141518979072,244,mixed,The Shamrocks,0,2024,0.124,n
4676107878006784,24,mixed,Chafing Thighs and Chasing Lies,0,2024,0.133,n
4700097652719616,152,mixed,Sole 7rain,9900,2024,0.151,n
4703248044785664,163,female,Witty name TBD for 4 years,0,2024,0.126,n
4714749832986624,96,mixed,Just Run Then Drink Beer,9900,2024,0.153,n
4720213803139072,228,mixed,14 Feet on Fire,1800,2024,0.128,n
4733768619261952,100,mixed,You Canât Be Naked Here,1800,2024,0.127,n
4779619509075968,44,female,7 girls and a baby,2700,2024,0.139,n
4788473852592128,168,mixed,Kicking Asphalt,1800,2024,0.125,n
4788773460115456,131,mixed,Dey Bow Bow,9900,2024,0.152,n
4789102796865536,135,mixed,Runs N' Goses,2700,2024,0.137,n
4790375617134592,143,mixed,Agony of De Feet,1800,2024,0.125,n
4794896170876928,208,mixed,Misery Loves Company,9000,2024,0.139,n
4798416265674752,238,female,Molasses Run Club,9000,2024,0.157,n
4799189124907008,117,mixed,Quads of Fury,2700,2024,0.149,n
4804619976835072,99,mixed,Ferrari With Benefits,2700,2024,0.137,n
4805138325700608,41,mixed,Salsa and Chips,0,2024,0.136,n
4805509571936256,175,mixed,Seidel Sandwich,11700,2024,0.167,n
4805906990628864,98,mixed,Seal Team 7,2700,2024,0.138,n
4808879007334400,97,mixed,BRING BACK BIKES,9000,2024,0.145,n
4810466937274368,36,mixed,Wineosaurs,1800,2024,0.125,n
4811429681037312,37,mixed,Running On Empty,1800,2024,0.125,n
4816082271469568,123,female,The Hustler's,1800,2024,0.127,n
4816845366362112,16,mixed,Why Are We Driving?,2700,2024,0.139,n
4817966956806144,230,mixed,Doctor and the degenerates,0,2024,0.135,n
4821699719593984,289,mixed,Lil Shits,9000,2024,0.155,n
4822056067661824,252,mixed,Six pack with a chaser,11700,2024,0.188,n
4824222207574016,263,female,Running Rainbow,1800,2024,0.118,n
4825104856907776,51,mixed,Seneca Shin Splinters,1800,2024,0.134,n
4825688301371392,288,female,Pour Choices,0,2024,0.124,n
4828136969601024,236,mixed,Better At Running Up A Tab,2700,2024,0.134,n
4831857753456640,68,mixed,MIMtastics,1800,2024,0.114,n
4832267654397952,302,mixed,We're not relay-ted,1800,2024,0.118,n
4835942200246272,292,mixed,Whereâs the Chile?,0,2024,0.139,n
4836447597101056,233,mixed,Seneca Slow Pokes,0,2024,0.141,n
4836681739927552,77,female,The Lady Parts,0,2024,0.129,n
4836950477373440,64,female,Darleneâs Dirty Pickles,0,2024,0.124,n
4837032517959680,95,mixed,Savage Lilac,0,2024,0.125,n
4837517647937536,155,mixed,The Whine Tour,0,2024,0.118,n
4838514382340096,130,mixed,The Sultans of Sweat,0,2024,0.116,n
4840835141074944,139,female,Sole Sisters,2700,2024,0.129,n
4843985533140992,234,mixed,"No Slack In The Seven Pack, Take 2",2700,2024,0.142,n
4844844862144512,147,mixed,Seneca Seven Superstars,0,2024,0.128,n
4845025015889920,296,mixed,Captain Quickie and the Gravy Fries,0,2024,0.126,n
4846405545885696,237,mixed,Scrambled Legz,9000,2024,0.141,n
4848152389615616,291,mixed,Angry Lake Trout,0,2024,0.133,n
4849405647650816,45,female,Sore Toes & Stinky Clothes,1800,2024,0.13,n
4853074287919104,196,mixed,Nomads,2700,2024,0.134,n
4854400560398336,114,mixed,Buffalo Bounders,0,2024,0.134,n
4855245293223936,70,mixed,Syracuse Trail Runners,9900,2024,0.165,n
4855487321341952,240,mixed,Corning runners anonymous,9000,2024,0.152,n
4855921482137600,2,mixed,FLX TriHards,1800,2024,0.121,n
4858227644694528,13,male,Tiger Tough,2700,2024,0.137,n
4858267037597696,9,mixed,Cruisin' Then Boozin',1800,2024,0.117,n
4860951291494400,153,mixed,The Windbreakers,2700,2024,0.143,n
4861326966915072,28,male,All4GLORY,9000,2024,0.141,n
4861728814792704,282,male,High Noon Masters,11700,2024,0.194,n
4863323589836800,262,mixed,Threat Level Midnight,0,2024,0.117,n
4864300829114368,127,mixed,Randomly Kind,9900,2024,0.148,n
4864782301659136,144,female,Heart and Sole,0,2024,0.123,n
4864867999678464,165,female,Wheezinâ & Chafinâ Association,0,2024,0.124,n
4869447441448960,265,male,Slower and Unsteadier,9000,2024,0.145,n
4871162878230528,306,mixed,OneNY Ragtag Ratpack,0,2024,0.133,n
4874116674879488,297,mixed,YogOdyssey,1800,2024,0.141,n
4874506107617280,56,mixed,OHH The Hill With It!,2700,2024,0.144,n
4876489845637120,30,mixed,GOFRs Gone Wild,1800,2024,0.121,n
4877615764602880,171,female,INSPIRED[BY]AMY,1800,2024,0.131,n
4879730364907520,159,mixed,Seven Sweaty Soles,1800,2024,0.115,n
4882060149784576,206,mixed,"Like Fun, Only Different",2700,2024,0.134,n
4885578600415232,94,mixed,Hot Mess Express,0,2024,0.13,n
4891556590911488,160,mixed,The NARPS,1800,2024,0.126,n
4893953719533568,63,male,Has Beens,9000,2024,0.151,n
4896652536053760,151,female,7 Swift Swifties,9000,2024,0.155,n
4897578772594688,107,mixed,Buffalo Barnstormers,9900,2024,0.152,n
4901920078561280,181,female,FBR's Heart and Sole,0,2024,0.13,n
4903041669005312,172,male,LUNAR Brothers,9900,2024,0.149,n
4904079507587072,11,female,Between a walk &a hard pace,1800,2024,0.135,n
4904288081936384,53,mixed,Team [censored],9900,2024,0.147,n
4910618192642048,174,mixed,We've got the runs!,0,2024,0.131,n
4910858274603008,214,female,Motherboard,0,2024,0.129,n
4911620329308160,81,mixed,HashTag,0,2024,0.137,n
4912956231909376,91,mixed,Wolf Pack,11700,2024,0.169,n
4918134452518912,278,mixed,Between a Walk and a Hard Pace,1800,2024,0.131,n
4920356997431296,17,male,We Used to Bike Seneca 7,9900,2024,0.157,n
4921058452832256,225,mixed,Running WTF,0,2024,0.127,n
4921171162169344,43,mixed,six chicks and a dude,0,2024,0.115,n
4921835976130560,138,mixed,Steve-O's Allstar Juggernaut,0,2024,0.129,n
4924705886699520,253,mixed,Finger Lakin Good,9000,2024,0.148,n
5283163756560384,34,female,Seneca Serpents,11700,2024,0.16,n
5351423806013440,10,mixed,Wilkie's Pride and Joy,9900,2024,0.159,n
5352052750286848,227,mixed,Wrong Crowd,0,2024,0.134,n
5353325570555904,106,mixed,"Dude, Whereâs my ride?!",1800,2024,0.12,n
5367569930256384,303,mixed,Save The Best For Last,0,2024,0.13,n
5371828960755712,137,mixed,Peaks and Troughs,0,2024,0.134,n
5379795319783424,177,mixed,Scrambled Legs,9000,2024,0.153,n
5385006021083136,105,female,The Thunder Sisters,0,2024,0.121,n
5388054810329088,73,mixed,Checkers All Male Co-ed Team,9000,2024,0.141,n
5388638254792704,109,female,Worst.Wine.Tour.Ever,0,2024,0.13,n
5394807706877952,276,mixed,Running on Fumes,9000,2024,0.143,n
5398892153667584,125,mixed,Cab Savages,0,2024,0.127,n
5399631693348864,285,female,Running Big Red,9000,2024,0.149,n
5399982471380992,19,mixed,I Run For Swag,1800,2024,0.127,n
5403785094496256,69,mixed,NO SPEED NO TRUST,0,2024,0.117,n
5406935486562304,116,female,Slow Maintenance,0,2024,0.126,n
5407974969311232,215,mixed,ROCovery7,2700,2024,0.139,n
5409355499307008,173,mixed,7 ate 9,1800,2024,0.116,n
5418437274763264,149,mixed,Easier Said Than Run,1800,2024,0.132,n
5423901244915712,71,mixed,FOURTEEN FEET,1800,2024,0.128,n
5424678768214016,120,female,Chase Our Aces,0,2024,0.127,n
5427250782535680,248,mixed,Trying to find Kristina,2700,2024,0.138,n
5434112831651840,167,mixed,Whine Trail,9000,2024,0.14,n
5437066628300800,121,mixed,Ava's Avengers,9000,2024,0.144,n
5437456061038592,88,female,Hot Mess Express,0,2024,0.133,n
5465991622426624,189,mixed,Seneca Sloths,2700,2024,0.123,n
5473568146063360,204,mixed,Wheelin' and Dealin',9000,2024,0.145,n
5473808228024320,38,mixed,The Notorious R.U.N.N.E.R.S.,1800,2024,0.13,n
5474570282729472,251,mixed,"Blood, Sweat, & Beers2",2700,2024,0.146,n
5479667100286976,264,mixed,Pour Choices,1800,2024,0.128,n
5483306950852608,178,mixed,OLP Saturday Regulars,0,2024,0.12,n
5484008406253568,54,mixed,Team Ev,11700,2024,0.169,n
5484121115590656,145,mixed,I-b-pro-Fun,9000,2024,0.138,n
5484785929551872,128,mixed,The Leftovers,0,2024,0.141,n
5487655840120832,198,mixed,The Seneca Sippers,9000,2024,0.151,n
5829147951628288,108,female,Hot Mess Express,1800,2024,0.118,n
5846113709981696,79,mixed,The 7th Time,9900,2024,0.166,n
5914373759434752,223,mixed,Peer Pressure,1800,2024,0.121,n
5915002703708160,185,mixed,Kiss My Asphalt,2700,2024,0.15,n
5916275523977216,307,mixed,Worst Pace Scenario,2700,2024,0.149,n
5920796077719552,133,mixed,World's Okayest Runners,2700,2024,0.15,n
5930519883677696,267,mixed,Bad Wolf 2,2700,2024,0.141,n
5931038232543232,187,mixed,Mohawk Valley Hill Striders,0,2024,0.126,n
5931806897471488,212,mixed,Quit Your Wineing,2700,2024,0.128,n
5934778914177024,141,mixed,One Leg at a Time,1800,2024,0.126,n
5936366844116992,87,mixed,Amphenol,9900,2024,0.166,n
5937329587879936,102,female,Legs Miserables,1800,2024,0.123,n
5942745273204736,27,female,7 Feisty Trash Bags,1800,2024,0.121,n
5947955974504448,256,mixed,Just along for the ride,1800,2024,0.12,n
5951004763750400,259,mixed,Hepta Hopchestaa,9000,2024,0.156,n
5951588208214016,298,mixed,Best pace scenario,9900,2024,0.178,n
5954036876443648,52,male,Don't tell me where to poop,11700,2024,0.166,n
5957757660299264,86,female,Sloth Running Team,0,2024,0.124,n
5958167561240576,273,mixed,Hobart and Heron Hill Hustlers,9000,2024,0.164,n
5961842107088896,213,mixed,Sneaky 7,2700,2024,0.131,n
5962581646770176,154,mixed,7 Motley Misfits,9000,2024,0.146,n
5962850384216064,257,mixed,The 7-ups,0,2024,0.125,n
5962932424802304,7,male,Cornell Automatic... Still Is,11700,2024,0.216,n
5966735047917568,221,mixed,14 feet to the finish line!,1800,2024,0.122,n
5969885439983616,164,mixed,"When They Go Slow, We Go Slower",0,2024,0.139,n
5970924922732544,158,mixed,Hills Mafia,1800,2024,0.124,n
5972305452728320,231,mixed,L.F.G.,2700,2024,0.15,n
5974052296458240,277,female,The Demons,1800,2024,0.117,n
5975305554493440,72,mixed,77 Bottles 14.0,0,2024,0.126,n
5980300467240960,26,mixed,Chili Chasers,1800,2024,0.126,n
5981387228184576,156,mixed,Easier Said Than Run,2700,2024,0.135,n
5984166944440320,201,mixed,We've got the runs again!,0,2024,0.125,n
5986851198337024,115,female,"Megaphone, Megafun, Megarun: Not the fastest but the loudest",1800,2024,0.133,n
5987226873757696,182,mixed,The OG,0,2024,0.124,n
5989223496679424,258,male,The Revival,2700,2024,0.145,n
5990200735956992,146,mixed,In it to Wine it,0,2024,0.13,n
5990682208501760,140,mixed,The Replacements,9900,2024,0.158,n
5990767906521088,216,mixed,Drinkin' Kool Aid,0,2024,0.123,n
5997062785073152,268,mixed,Fast and Spurious - Seneca Drift,2700,2024,0.132,n
6000016581722112,119,mixed,Mighty-chondrias,9000,2024,0.164,n
6000406014459904,157,mixed,TIM:,9900,2024,0.148,n
6002389752479744,49,mixed,Lactic Acid Droppers,2700,2024,0.136,n
6007960056627200,250,mixed,The Uncivil Servants,9000,2024,0.151,n
6017456497754112,21,mixed,CRC Texas Hold 'Em,11700,2024,0.184,n
6022552442896384,226,female,7 Shades of Awesome,1800,2024,0.17,n
6023478679437312,1,mixed,PTFLWF,0,2024,0.109,n
6028941575847936,207,mixed,Lock 32 Brew Crew,0,2024,0.121,n
6030187988779008,126,mixed,Fast Fingers Slow Feet,0,2024,0.139,n
6036518099484672,243,mixed,Full STEM Ahead,9000,2024,0.155,n
6036758181445632,122,mixed,Rochester Road Runners,0,2024,0.14,n
6037520236150784,195,mixed,Happy Feet,9000,2024,0.155,n
6042617053708288,8,female,Running on Cloud Wine,1800,2024,0.125,n
6044034359361536,118,mixed,Ctrl+Alt+Elite,1800,2024,0.137,n
6046256904273920,113,female,"A Chick, Some Hens, and One Tough Old Bird",1800,2024,0.124,n
6046958359674880,249,female,Sole Sisters,1800,2024,0.126,n
6047071069011968,92,mixed,Seriouslyâ¦Again? #7,2700,2024,0.135,n
6047735882973184,217,mixed,Miles of Whining,2700,2024,0.137,n
6050605793542144,104,mixed,Whose leg is it anyway?,0,2024,0.127,n
6195848736145408,132,mixed,Sunday Runday Seven,2700,2024,0.138,n
6196148343668736,110,female,Black Widow,0,2024,0.126,n
6196477680418816,148,mixed,Seneca Cellar Dwellers,1800,2024,0.122,n
6197750500687872,22,mixed,Non-Responders...crickets!!,2700,2024,0.135,n
6199190187147264,4,mixed,Fish Out of Water,2700,2024,0.127,n
6202271054430208,29,mixed,7 Doctors,0,2024,0.139,n
6203118136066048,247,mixed,Return of the Mack,9000,2024,0.141,n
6205791149228032,6,female,Cornell Paint the Town Big Red,11700,2024,0.171,n
6206323926499328,40,mixed,Sole Sisters & Steve,0,2024,0.129,n
6206564008460288,124,mixed,Karma is a Race Day,0,2024,0.128,n
6207532221595648,112,mixed,Strong Hearts Vegan Power Team Poncho,9000,2024,0.169,n
6211994860388352,180,male,The Seven Slappy Salmons,9000,2024,0.149,n
6212513209253888,246,mixed,FKTâFeelinâ Kinda Tired,1800,2024,0.116,n
6212884455489536,218,female,2 Hot Moms & Their Kids,1800,2024,0.125,n
6213281874182144,235,mixed,Gold Rush Gang Rule #6 - No Whining.,1800,2024,0.127,n
6216253890887680,162,female,Bananarana,0,2024,0.129,n
6217841820827648,183,female,7 Moms in Need of a Drink,2700,2024,0.135,n
6218804564590592,59,mixed,Legs Miserable,1800,2024,0.125,n
6219785025093632,85,mixed,High-Tor Silverbacks,11700,2024,0.179,n
6223457155022848,211,mixed,Middle Finger Lake Racing Team,9000,2024,0.154,n
6224220249915392,205,mixed,Neon Rainbows,0,2024,0.119,n
6225341840359424,14,mixed,Dad Bod Dashers & Dudette,2700,2024,0.133,n
6227120225255424,31,female,Sunrise Mamas,9000,2024,0.153,n
6229074603147264,33,mixed,I wonder what the chili tastes like?,1800,2024,0.141,n
6229430951215104,5,mixed,WS Ladies and Erik,9900,2024,0.163,n
6229806626635776,166,mixed,Motley Brew,2700,2024,0.145,n
6231597091127296,25,mixed,Keymasters and Gatekeepers,9900,2024,0.149,n
6232479740461056,66,female,It's Ladies' Night!,1800,2024,0.123,n
6232519133364224,290,mixed,Slackers Run Club,0,2024,0.131,n
6233063184924672,83,mixed,Herb Ertinglerâs Runspringa,0,2024,0.142,n
6235511853154304,191,mixed,Chuck and the Gang,1800,2024,0.126,n
6236715920392192,65,mixed,Not Sofa King Chafed Anymore,9000,2024,0.147,n
6238062795292672,48,female,Women of Oregon East,9000,2024,0.14,n
6239232637009920,270,mixed,Premature Adjudication,1800,2024,0.145,n
6243317083799552,239,mixed,The Uncrustables,9900,2024,0.15,n
6243822480654336,129,mixed,Strong Hearts Vegan Power,2700,2024,0.143,n
6244056623480832,219,female,7 Salty Roses,1800,2024,0.123,n
6244325360926720,269,mixed,Cayuga Sports Medicine,11700,2024,0.165,n
6244407401512960,60,mixed,Select Eurocars Speedies,9000,2024,0.155,n
6244892531490816,220,female,Scrambled Legs,1800,2024,0.13,n
6245889265893376,89,female,It's like fun but different,9000,2024,0.141,n
6248210024628224,232,mixed,Hangin' by a Tread,1800,2024,0.127,n
6251016148221952,18,mixed,We Have Secrets,0,2024,0.126,n
6251360416694272,93,female,Here We Go Again- Part 5,0,2024,0.128,n
6252219745697792,134,mixed,Cirque du Sore Legs,1800,2024,0.127,n
6252399899443200,287,mixed,7 Deadly Shins,0,2024,0.138,n
6252881371987968,61,female,Girl Gang,9000,2024,0.144,n
6253780429438976,197,female,Pour Decisions,9000,2024,0.144,n
6256780531204096,80,female,Lowville Ladies,2700,2024,0.148,n
6260449171472384,304,female,But did you die?,2700,2024,0.139,n
6261775443951616,224,male,Local 2012,1800,2024,0.132,n
6262620176777216,255,mixed,Wanderlusts,9000,2024,0.158,n
6262862204895232,170,male,Beers and Miles,11700,2024,0.193,n
6263296365690880,283,mixed,My circus my monkeys,9900,2024,0.161,n
6265602528247808,229,female,R.O.C. Crew,0,2024,0.135,n
6265641921150976,42,female,Steph Strong All Day Long,1800,2024,0.122,n
6268701850468352,242,female,Big Dairy,0,2024,0.141,n
6269103698345984,194,mixed,Lunatics,1800,2024,0.122,n
6269403305869312,3,mixed,The Seven Neon Dwarfs,2700,2024,0.139,n
6270698473390080,35,mixed,GOFR a Run - Stay for the Wine,1800,2024,0.121,n
6271675712667648,169,mixed,imps in the vineyard,0,2024,0.135,n
6272157185212416,274,mixed,Lettuce Ride,9900,2024,0.162,n
6272242883231744,32,mixed,LF GOFR IT,1800,2024,0.121,n
6273056242663424,150,mixed,Untrained Degenerates,2700,2024,0.125,n
6276822325002240,55,male,Hammer Squad,11700,2024,0.176,n
6278537761783808,260,female,Erie Eight,0,2024,0.135,n
6281491558432768,190,mixed,Robe Squadron,0,2024,0.132,n
6281880991170560,15,mixed,CopaBananas,2700,2024,0.131,n
6283864729190400,210,mixed,The 7th Wheel,11700,2024,0.182,n
6284499713261568,186,mixed,Running Heals,2700,2024,0.141,n
6284990648156160,203,female,Keep Calm & Run On,1800,2024,0.124,n
6285314783969280,222,mixed,AGS Runs on Glass,2700,2024,0.137,n
6287105248460800,101,mixed,Down Downs Around the Lake,0,2024,0.127,n
6289435033337856,39,mixed,SENECA LAKE EFFECT 7Farewell Tour????,0,2024,0.122,n
6292953483968512,74,mixed,Worst Pace Scenario,1800,2024,0.132,n
6298174889132032,47,male,Team FOH,9900,2024,0.172,n
6298931474464768,20,mixed,"716 7RUNNERS, 1TEAM, 6BIKES NOT",0,2024,0.126,n
6301328603086848,281,mixed,Grapetrotters,0,2024,0.12,n
6304027419607040,199,mixed,Itâs NOT a Banana,2700,2024,0.138,n
6304762395885568,284,mixed,Hybrid Hustlers,2700,2024,0.143,n
6304953656147968,299,mixed,"SWAT-sprinters, walkers and trash talkers",0,2024,0.127,n
6305628100231168,286,male,Boom or Bust,2700,2024,0.158,n
6309294962114560,12,mixed,UARENâT,9000,2024,0.157,n
6309974976233472,58,mixed,The Sizzlin Seven,1800,2024,0.116,n
6310416552558592,261,mixed,We Will Survive,2700,2024,0.132,n
6310777094930432,305,mixed,Wait list to whine list,9000,2024,0.147,n
6311065293946880,193,mixed,PR or ER,9900,2024,0.144,n
6311454391140352,23,male,Oregon East,9000,2024,0.153,n
6311662965489664,272,mixed,Flying Geese,9000,2024,0.16,n
6314229745319936,279,mixed,Boots Brewing Run Club,9900,2024,0.146,n
6317993076195328,275,female,It's Yogging with a Soft J,1800,2024,0.122,n
6318233158156288,266,male,Big J and the Six Dwarfs,9900,2024,0.147,n
6318877638131712,295,mixed,Forgot Our Rollerblades,9000,2024,0.159,n
6318995212861440,179,male,FBRâs Gang of Idiots,2700,2024,0.144,n
6320331115462656,293,mixed,I Need A Knapp,1800,2024,0.128,n
6324092030418944,300,mixed,The UARE,9900,2024,0.165,n
6325509336072192,254,female,7 Sinners on the Run,1800,2024,0.116,n
6327731880984576,188,mixed,Meat Sweats,1800,2024,0.137,n
6328433336385536,84,female,7 Sisters From Another Mister,0,2024,0.127,n
6328546045722624,142,mixed,Call me a cab-ernet,1800,2024,0.12,n
6329210859683840,78,male,BonkWerx Endurance Sports,9000,2024,0.142,n
6332080770252800,136,mixed,Kickin' Asphalt,9000,2024,0.148,n
6493469837099008,111,mixed,OneNY Fastholes,2700,2024,0.145,n
6497728867598336,67,male,Henchen Harriers,11700,2024,0.175,n
6505695226626048,280,mixed,Toddys,0,2024,0.144,n
6510905927925760,202,female,Chicks on a run,1800,2024,0.124,n
6513954717171712,245,female,Chicks with Kicks,1800,2024,0.124,n
6529685001338880,82,mixed,Phil's Harem,0,2024,0.124,n
6532835393404928,176,mixed,Girls-ish just want to have run.,0,2024,0.134,n
6533874876153856,161,mixed,RevRunners,2700,2024,0.15,n
6544337181605888,103,mixed,Immaculate Vibes,1800,2024,0.128,n
6549801151758336,192,female,Mid Life Crisis,1800,2024,0.114,n
6553150689378304,46,male,Hello Kitty AC,11700,2024,0.189,n
6562966535143424,209,mixed,The Bills Mafia,9000,2024,0.154,n
6563355967881216,271,male,Give us LIBERTY! Or give us NJP!,9900,2024,0.156,n
6609206857695232,62,female,"Oh, Hill No!",1800,2024,0.121,n
6609908313096192,57,mixed,Wiener Wiener Chicken Dinner,1800,2024,0.126,n
6610021022433280,200,mixed,Tooty & The Go Fish,2700,2024,0.127,n
4525852071034880,115,mixed,Cab Savages,0,2023,0.121,n
4534567230767104,151,female,We Stole Sunday,0,2023,0.121,n
4644945474355200,74,female,The running joke,1800,2023,0.133,n
4657401819037696,113,mixed,Lunatics,1800,2023,0.122,n
4661085961453568,292,mixed,The shamrocks,3600,2023,0.141,n
4665588295139328,100,mixed,Hopchester Runs FLX,10800,2023,0.146,n
4700172948865024,53,female,Cornell Running Club: Still Is,11700,2023,0.175,n
4723675647442944,271,male,Henchen's Harriers,11700,2023,0.18,n
4731008129695744,246,mixed,Running for Snacks,1800,2023,0.111,n
4749321870245888,79,mixed,Hot Pants,1800,2023,0.128,n
4749590473474048,277,mixed,Running On Empty,1800,2023,0.127,n
4763821679837184,39,mixed,"Wheelin' and Dealin,",7200,2023,0.142,n
4776799594610688,283,mixed,Sole 7rain,9000,2023,0.143,n
4785922105147392,82,mixed,I Run For Swag,0,2023,0.115,n
4791787587633152,195,male,All4GLORY,9000,2023,0.139,n
4793277404413952,99,mixed,Scrambled Legs,10800,2023,0.151,n
4794350005387264,265,mixed,Gotta Have More Cowbell,3600,2023,0.14,n
4795856901373952,127,female,Fit and Fierce Mommas,0,2023,0.138,n
4798642758090752,235,mixed,Misery Loves Company,0,2023,0.137,n
4801823449808896,26,mixed,77 Problems But A Van Ain't One,0,2023,0.148,y
4802880347308032,9,mixed,Roadkill Racing,11700,2023,0.17,n
4804386035335168,95,female,Thunder Sisters,0,2023,0.12,n
4806325783494656,102,mixed,Howard,7200,2023,0.134,n
4810739869024256,38,mixed,Finger Lakinâ Good,10800,2023,0.143,n
4811856594075648,207,male,Lake Trout Trotters,1800,2023,0.148,n
4812006347505664,110,mixed,I-b-pro-Fun,0,2023,0.129,n
4812125197303808,176,mixed,Hills Mafia,1800,2023,0.123,n
4816272390881280,243,mixed,The Muddy Calves,10800,2023,0.146,n
4817254394888192,311,mixed,Tennessee Smokeshow,7200,2023,0.148,n
4817327744876544,126,mixed,Untrained Degenerates,0,2023,0.126,n
4823786536828928,120,female,StephStrongAlways,1800,2023,0.122,n
4824961915027456,309,male,Juanita Likes Lemonade,0,2023,0.134,n
4826473206644736,33,mixed,The Seven Neon Dwarfs,0,2023,0.131,n
4831304205991936,204,mixed,"Run slow, drink fast",1800,2023,0.119,n
4832072065613824,191,mixed,Peer Pressure,1800,2023,0.123,n
4835720002797568,57,mixed,Fourteen Feet,3600,2023,0.126,n
4836775356792832,106,mixed,Wine-O-Saurs,1800,2023,0.12,n
4837641061138432,184,female,Burdett Blaze,7200,2023,0.161,n
4840288975585280,122,mixed,7 Motley Misfits,3600,2023,0.133,n
4840910437220352,117,female,Chafing Like a Flockstar,1800,2023,0.114,n
4841795871571968,225,mixed,HWSXC,11700,2023,0.166,n
4843123855327232,154,mixed,Running out of wine,9900,2023,0.148,n
4844392615510016,15,female,Sloth Running Team,1800,2023,0.117,n
4844478649073664,155,female,Sore Toes & Stinky Clothes,1800,2023,0.118,n
4847359632605184,227,mixed,To Hill and Back,0,2023,2.82,n
4850247327023104,89,mixed,The KoolAid Krew,1800,2023,0.115,n
4850803357515776,112,female,Girls just want to have run,1800,2023,2.55,n
4850914456240128,239,mixed,The Seneca Sippers,9000,2023,0.152,n
4853439829901312,25,mixed,Chafing Dreams,9000,2023,0.155,n
4859626059202560,138,mixed,Slow and Unsteady,9000,2023,0.142,n
4862587539816448,73,male,Hammer Squad,11700,2023,0.166,n
4864124869672960,45,female,7 Sisters From Another Mister,3600,2023,0.132,n
4864486485786624,80,mixed,[TB... Didn,3600,2023,0.133,n
4865300650524672,248,female,Uphill Both Ways,1800,2023,0.115,n
4869951160582144,200,female,Warrior Women,1800,2023,0.117,n
4870967289446400,12,male,NO SPEED NO TRUST,3600,2023,0.114,n
4871745618051072,35,female,Old Ladies Who Are Faster Than You,0,2023,0.119,n
4875731247038464,275,mixed,Two Tired To Give A Shift,1800,2023,0.112,y
4876690769575936,125,mixed,Vantastic Voyageurs,3600,2023,0.121,n
4879580745695232,14,mixed,Rolling Hills My A77,0,2023,0.123,n
4880114898698240,192,female,Senecasoreass Wrecks,1800,2023,0.094,n
4880627308429312,54,mixed,Cornell Running Club and the Chipmunks,11700,2023,0.171,n
4880897253834752,242,mixed,Whine Tour,1800,2023,0.122,n
4883985637310464,266,female,Worst Pace Scenario,1800,2023,0.128,n
4884208136749056,241,male,The Notorious R.U.N.N.E.R.S.,1800,2023,0.117,n
4885505485307904,101,mixed,UAlbany Running Exchange,10800,2023,0.173,n
4887119856140288,107,mixed,Easier Said Than Run,0,2023,0.131,n
4889809680072704,291,mixed,7 Real concerns,1800,2023,0.126,n
4890059358601216,162,mixed,"Like Fun, Only Different",0,2023,0.133,n
4890327961829376,166,female,FBR's Heart and Sole,1800,2023,0.129,n
4891619807461376,236,mixed,Raritan Valley Road Runners,9000,2023,0.157,n
4895995238285312,37,female,7 Legs to Retirement!,9900,2023,0.139,n
4899028357611520,36,mixed,77 bottles v. 13.0,0,2023,0.125,n
4901449511206912,131,mixed,"Oh, hill no!",1800,2023,0.118,n
4902377895231488,109,mixed,Ava's Avengers,0,2023,0.131,n
4903433249226752,81,mixed,Easier Said Than Run,1800,2023,0.134,n
4903514518061056,260,female,DysRUNctionals,0,2023,0.123,n
4904502763192320,10,mixed,Vulture Pacers,0,2023,0.133,n
4904559168192512,226,mixed,At a medium pace,1800,2023,0.126,n
4908338638749696,198,mixed,14 Feet on Fire,1800,2023,0.123,n
4909504319717376,252,mixed,We've got the runs!,3600,2023,0.138,n
4911136541507584,287,female,The Seven Runders of Ohio,1800,2023,0.124,n
4913234700140544,167,female,Sole Sisters,3600,2023,0.127,n
4917537082966016,168,mixed,Running for Mark,0,2023,0.138,n
4918319035449344,144,female,Mother Runners,9000,2023,0.144,n
4922615210704896,209,mixed,Just Run then Drink Beer,7200,2023,0.153,n
4924984287821824,284,mixed,The Finishers,3600,2023,0.131,n
4925356238700544,104,mixed,Scrambled Legs,0,2023,0.135,n
4971060696973312,177,female,Hot-mess Express,0,2023,0.129,n
5035143454523392,52,male,Cornell Running Club: Automatic,11700,2023,0.203,n
5107948183355392,203,female,Gonna Need Milk For That,3600,2023,0.132,n
5210507975852032,261,mixed,14 feet to the finish line!,1800,2023,0.112,n
5228538248560640,20,female,Cirque du Sore Legs,11700,2023,0.148,n
5289661907861504,281,mixed,The Bad Knees of In a Shore Run,2700,2023,0.139,n
5293958083117056,308,mixed,Boots Brewing Run Club,9000,2023,0.137,n
5316618431234048,233,mixed,PTFLWF,0,2023,0.105,n
5348632916131840,289,mixed,Worst Pace Scenario,7200,2023,0.128,n
5348872058568704,193,mixed,IT DON'T GET NO BETTER,1800,2023,0.129,n
5356227357835264,130,mixed,Coders with a Running Problem,0,2023,0.136,n
5357299958808576,16,female,The Lady Parts,3600,2023,0.131,n
5361089260814336,28,mixed,Easier Said than Run,3600,2023,0.143,n
5364773403230208,136,mixed,Whose leg is it anyway?,0,2023,0.119,n
5367335988756480,31,mixed,Seven Deadly Cinders,1800,2023,0.122,y
5369275736915968,70,mixed,Informal Winers,10800,2023,0.425,n
5373689822445568,274,mixed,The Fast Girls Your Mother Warned You About,1800,2023,0.132,n
