,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,overall
4716513789476864,,7.058823521107266,8.333333321759259,5.7692307636834315,7.894736831717452,7.792207782088042,6.7415730261330635,4.72440944509889,6.31578946703601,7.999999989333333,6.060606054484236,6.593406586161091,7.594936699246915,6.818181810433883,4.444444441152263,6.818181810433883,7.594936699246915,5.9999999939999995,6.976744177934018,7.4074073982624595,7.499999990625,4.316546759484498,6.393599993186981
4724295766900736,,6.666666659259259,7.69230768244576,6.521739123345935,6.382978716613851,7.594936699246915,6.521739123345935,6.818181810433883,5.7692307636834315,7.317073161808447,6.7415730261330635,5.357142852359694,6.89655171621086,5.8823529354094575,7.142857134353741,6.593406586161091,6.818181810433883,7.499999990625,5.940594053524164,7.058823521107266,6.521739123345935,6.89655171621086,6.497711902647603
4725910540386304,,8.333333321759259,7.69230768244576,7.142857134353741,7.4074073982624595,8.69565216131065,6.382978716613851,6.818181810433883,7.228915653941064,7.594936699246915,7.894736831717452,5.7692307636834315,7.792207782088042,5.660377353150587,6.382978716613851,7.999999989333333,6.976744177934018,8.571428559183673,6.451612896288587,7.69230768244576,5.9999999939999995,6.521739123345935,6.936811816203893
4726601124151296,,4.477611936957006,5.8823529354094575,7.69230768244576,6.7415730261330635,6.818181810433883,6.249999993489583,6.31578946703601,4.081632650284604,5.504587150913222,8.108108097151204,5.660377353150587,6.31578946703601,5.660377353150587,6.89655171621086,3.999999997333333,4.878048776521911,8.571428559183673,6.122448973344439,6.185567003932405,5.555555550411522,6.89655171621086,5.780533162440825
4727287849156608,,6.31578946703601,6.451612896288587,5.8823529354094575,7.058823521107266,6.666666659259259,5.9999999939999995,6.666666659259259,5.940594053524164,6.382978716613851,6.31578946703601,5.454545449586776,6.31578946703601,5.084745758402757,6.89655171621086,6.249999993489583,5.7692307636834315,6.666666659259259,6.249999993489583,6.451612896288587,5.555555550411522,6.666666659259259,6.052318404869224
4727767610425344,,5.825242712791026,6.666666659259259,5.454545449586776,7.894736831717452,8.450704213449713,8.108108097151204,7.69230768244576,5.17241378864447,6.382978716613851,5.825242712791026,6.593406586161091,7.4074073982624595,7.317073161808447,7.792207782088042,5.6074766302733865,5.8823529354094575,5.454545449586776,6.818181810433883,7.69230768244576,7.894736831717452,7.69230768244576,6.601061939640317
4743000081039360,,5.940594053524164,6.89655171621086,4.72440944509889,5.825242712791026,6.521739123345935,6.521739123345935,6.818181810433883,5.454545449586776,6.666666659259259,4.72440944509889,4.580152668259426,6.31578946703601,5.555555550411522,6.382978716613851,5.7692307636834315,5.8823529354094575,5.454545449586776,4.580152668259426,5.940594053524164,5.9999999939999995,6.451612896288587,5.646688328658404
4749449007988736,,7.317073161808447,5.8823529354094575,4.838709673517169,6.382978716613851,7.4074073982624595,6.249999993489583,5.714285708843537,6.521739123345935,5.714285708843537,5.454545449586776,5.7692307636834315,6.7415730261330635,5.357142852359694,5.825242712791026,6.382978716613851,6.818181810433883,7.499999990625,5.40540540053567,7.69230768244576,5.357142852359694,5.309734508575455,5.933310701751846
4757080057577472,,7.792207782088042,7.69230768244576,9.523809508692366,8.955223867231009,6.976744177934018,10.169491508187303,9.090909077134986,6.7415730261330635,7.999999989333333,10.169491508187303,6.89655171621086,6.7415730261330635,9.230769216568047,8.823529398788928,7.792207782088042,7.69230768244576,7.792207782088042,7.69230768244576,7.69230768244576,7.792207782088042,7.69230768244576,7.939598638410943
4771508564000768,,7.499999990625,7.999999989333333,7.142857134353741,8.955223867231009,9.230769216568047,9.230769216568047,5.9999999939999995,6.976744177934018,7.999999989333333,7.69230768244576,7.228915653941064,9.090909077134986,7.317073161808447,6.382978716613851,7.228915653941064,7.228915653941064,7.499999990625,7.894736831717452,9.677419339229969,7.499999990625,6.249999993489583,7.48775328990339
4776599375314944,,6.31578946703601,7.69230768244576,6.818181810433883,7.058823521107266,7.792207782088042,8.823529398788928,7.228915653941064,5.940594053524164,7.999999989333333,7.499999990625,5.7692307636834315,7.792207782088042,7.499999990625,7.4074073982624595,6.249999993489583,6.666666659259259,7.499999990625,6.451612896288587,8.108108097151204,8.333333321759259,6.89655171621086,7.005083761323858
4777152184582144,,7.499999990625,7.142857134353741,6.818181810433883,6.382978716613851,6.666666659259259,7.69230768244576,7.228915653941064,6.122448973344439,7.999999989333333,7.142857134353741,6.122448973344439,6.593406586161091,6.521739123345935,5.309734508575455,6.593406586161091,6.382978716613851,8.571428559183673,6.593406586161091,7.058823521107266,5.357142852359694,6.7415730261330635,6.593903955413409
4782707825442816,,6.122448973344439,5.8823529354094575,6.521739123345935,6.7415730261330635,6.249999993489583,7.69230768244576,7.69230768244576,5.6074766302733865,5.940594053524164,6.976744177934018,5.7692307636834315,6.185567003932405,7.142857134353741,7.4074073982624595,6.060606054484236,5.504587150913222,6.666666659259259,6.451612896288587,6.451612896288587,8.333333321759259,6.451612896288587,6.365229257099853
4796083628670976,,6.451612896288587,7.142857134353741,7.317073161808447,7.4074073982624595,8.450704213449713,8.823529398788928,7.69230768244576,5.940594053524164,6.976744177934018,7.894736831717452,5.9999999939999995,8.108108097151204,8.219178070932633,7.792207782088042,6.249999993489583,6.122448973344439,8.571428559183673,6.451612896288587,8.108108097151204,8.333333321759259,7.894736831717452,7.169733933094452
4805321130246144,,6.666666659259259,8.333333321759259,8.450704213449713,7.894736831717452,8.219178070932633,10.526315771006463,7.894736831717452,5.940594053524164,7.999999989333333,9.230769216568047,6.593406586161091,7.594936699246915,8.955223867231009,7.792207782088042,6.593406586161091,6.976744177934018,8.571428559183673,6.976744177934018,8.108108097151204,9.374999985351563,7.499999990625,7.646174442870605
4816365202440192,,8.955223867231009,9.090909077134986,7.69230768244576,7.4074073982624595,7.4074073982624595,6.7415730261330635,7.499999990625,8.108108097151204,8.955223867231009,8.108108097151204,5.8823529354094575,6.7415730261330635,5.9999999939999995,7.142857134353741,8.571428559183673,7.999999989333333,7.499999990625,6.593406586161091,7.058823521107266,6.818181810433883,6.593406586161091,7.20760647437402
4821573286494208,,7.317073161808447,6.89655171621086,6.122448973344439,8.955223867231009,7.999999989333333,6.7415730261330635,6.451612896288587,6.31578946703601,7.594936699246915,6.31578946703601,6.382978716613851,7.594936699246915,6.382978716613851,6.185567003932405,6.976744177934018,6.249999993489583,5.9999999939999995,6.818181810433883,7.058823521107266,6.818181810433883,6.382978716613851,6.6601585678112185
4834763835703296,,6.818181810433883,5.263157890120036,4.444444441152263,6.122448973344439,6.666666659259259,7.4074073982624595,5.8823529354094575,5.7692307636834315,5.714285708843537,4.255319145918214,4.958677681852333,6.451612896288587,6.818181810433883,5.825242712791026,5.357142852359694,4.7999999961599995,4.999999995833333,5.555555550411522,6.7415730261330635,6.521739123345935,5.454545449586776,5.5733327968314015
4835447205265408,,,,,,,,,,,,,,,,,,,,,,,
4842928568532992,,5.940594053524164,7.142857134353741,5.8823529354094575,7.058823521107266,6.521739123345935,6.7415730261330635,5.454545449586776,5.454545449586776,7.317073161808447,6.31578946703601,5.8823529354094575,6.31578946703601,5.7692307636834315,5.660377353150587,6.249999993489583,6.382978716613851,5.9999999939999995,6.593406586161091,5.940594053524164,5.9999999939999995,5.7692307636834315,6.0742670948277455
4850466638790656,,6.122448973344439,5.17241378864447,7.499999990625,8.333333321759259,5.8823529354094575,6.382978716613851,6.31578946703601,5.940594053524164,4.316546759484498,8.333333321759259,6.89655171621086,5.555555550411522,5.660377353150587,6.382978716613851,6.249999993489583,4.054054051314828,8.571428559183673,6.976744177934018,6.451612896288587,5.9999999939999995,6.521739123345935,5.992416283995662
4855002124255232,,7.792207782088042,7.999999989333333,6.976744177934018,8.333333321759259,7.228915653941064,8.571428559183673,7.228915653941064,6.976744177934018,7.999999989333333,7.499999990625,6.89655171621086,6.451612896288587,7.69230768244576,6.89655171621086,7.499999990625,7.142857134353741,7.499999990625,6.976744177934018,7.058823521107266,8.333333321759259,6.89655171621086,7.234449752042673
4857251277832192,,7.792207782088042,7.4074073982624595,7.499999990625,8.333333321759259,7.999999989333333,7.894736831717452,8.823529398788928,7.228915653941064,7.317073161808447,7.317073161808447,6.7415730261330635,7.594936699246915,7.317073161808447,8.823529398788928,7.69230768244576,6.122448973344439,8.571428559183673,7.4074073982624595,7.4074073982624595,7.894736831717452,8.450704213449713,7.451648986429861
4865033255256064,,4.166666663773148,6.89655171621086,6.382978716613851,7.058823521107266,4.477611936957006,6.7415730261330635,5.454545449586776,3.846153843688363,6.976744177934018,6.976744177934018,5.660377353150587,4.081632650284604,5.660377353150587,5.309734508575455,4.316546759484498,5.660377353150587,5.940594053524164,7.228915653941064,6.185567003932405,5.9999999939999995,4.9180327828540715,5.370555252085568
4868505098780672,,7.499999990625,7.142857134353741,6.666666659259259,7.894736831717452,7.4074073982624595,8.108108097151204,6.818181810433883,6.7415730261330635,6.976744177934018,7.317073161808447,6.382978716613851,7.058823521107266,7.142857134353741,6.382978716613851,7.228915653941064,6.382978716613851,7.499999990625,6.976744177934018,7.058823521107266,7.499999990625,6.31578946703601,6.915716856073114
4885264799367168,,6.818181810433883,6.89655171621086,5.9999999939999995,9.523809508692366,8.955223867231009,8.571428559183673,7.894736831717452,5.7692307636834315,6.976744177934018,5.940594053524164,7.594936699246915,8.571428559183673,7.317073161808447,7.792207782088042,6.976744177934018,5.9999999939999995,4.615384611834319,8.219178070932633,8.571428559183673,7.499999990625,6.89655171621086,7.090494288198761
4914465275379712,,7.058823521107266,7.4074073982624595,7.69230768244576,7.894736831717452,7.228915653941064,8.108108097151204,7.69230768244576,6.521739123345935,7.317073161808447,7.894736831717452,6.382978716613851,6.89655171621086,6.976744177934018,7.4074073982624595,6.976744177934018,6.818181810433883,6.666666659259259,7.228915653941064,7.058823521107266,7.499999990625,7.228915653941064,7.120093663596731
4917889672937472,,6.666666659259259,6.451612896288587,6.122448973344439,7.4074073982624595,7.228915653941064,7.228915653941064,6.31578946703601,6.521739123345935,6.666666659259259,6.451612896288587,6.122448973344439,6.7415730261330635,6.382978716613851,6.185567003932405,6.976744177934018,5.9999999939999995,5.9999999939999995,6.451612896288587,15.384615345167653,4.166666663773148,7.228915653941064,6.474550371459308
4918208205160448,,7.499999990625,5.714285708843537,5.263157890120036,7.894736831717452,7.792207782088042,8.333333321759259,6.31578946703601,6.7415730261330635,5.714285708843537,5.714285708843537,6.382978716613851,7.4074073982624595,7.69230768244576,5.9999999939999995,7.228915653941064,4.878048776521911,5.9999999939999995,6.976744177934018,7.69230768244576,8.333333321759259,5.825242712791026,6.454828653492002
4931086094172160,,7.317073161808447,9.523809508692366,7.69230768244576,8.955223867231009,7.999999989333333,6.7415730261330635,7.058823521107266,6.521739123345935,9.999999983333334,8.571428559183673,7.228915653941064,7.594936699246915,5.555555550411522,7.792207782088042,6.976744177934018,8.450704213449713,6.666666659259259,7.894736831717452,7.4074073982624595,5.9999999939999995,7.4074073982624595,7.340191027023204
4931330873753600,,7.058823521107266,9.523809508692366,6.382978716613851,10.344827568370988,8.219178070932633,10.169491508187303,7.499999990625,6.122448973344439,8.955223867231009,10.526315771006463,7.792207782088042,8.108108097151204,8.955223867231009,7.792207782088042,6.593406586161091,8.450704213449713,9.999999983333334,8.450704213449713,8.571428559183673,8.333333321759259,7.69230768244576,7.983560225698731
4942929567154176,,7.999999989333333,6.89655171621086,6.521739123345935,7.058823521107266,7.594936699246915,8.333333321759259,7.228915653941064,7.228915653941064,6.382978716613851,6.976744177934018,5.7692307636834315,7.058823521107266,6.976744177934018,7.792207782088042,7.69230768244576,5.9999999939999995,6.666666659259259,5.940594053524164,7.058823521107266,7.142857134353741,7.69230768244576,6.876106186810126
4957223553859584,,7.499999990625,7.4074073982624595,6.521739123345935,8.333333321759259,6.976744177934018,6.89655171621086,5.357142852359694,6.7415730261330635,6.976744177934018,7.317073161808447,6.382978716613851,6.89655171621086,6.666666659259259,5.454545449586776,6.382978716613851,6.666666659259259,6.666666659259259,6.818181810433883,6.7415730261330635,14.9999999625,4.444444441152263,6.567893110751715
4960556582699008,,6.122448973344439,5.0420168024856995,4.081632650284604,7.058823521107266,7.4074073982624595,6.89655171621086,5.9999999939999995,6.31578946703601,6.382978716613851,4.054054051314828,4.6511627870921215,6.451612896288587,5.9999999939999995,6.185567003932405,6.060606054484236,4.878048776521911,3.999999997333333,5.0420168024856995,7.058823521107266,6.249999993489583,5.714285708843537,5.499803376791175
4974231758569472,,5.940594053524164,6.666666659259259,6.666666659259259,5.825242712791026,6.976744177934018,6.89655171621086,6.31578946703601,5.7692307636834315,6.382978716613851,7.142857134353741,4.580152668259426,6.060606054484236,5.8823529354094575,6.185567003932405,6.818181810433883,5.309734508575455,7.499999990625,4.761904758125472,6.451612896288587,6.249999993489583,5.6074766302733865,5.956685613456405
4997988766187520,,8.955223867231009,9.523809508692366,8.955223867231009,9.523809508692366,9.836065557645794,10.169491508187303,9.090909077134986,7.792207782088042,9.999999983333334,9.523809508692366,9.374999985351563,9.374999985351563,7.69230768244576,8.450704213449713,8.955223867231009,8.955223867231009,9.999999983333334,9.523809508692366,10.344827568370988,7.499999990625,10.526315771006463,9.02439023032917
5005770743611392,,7.499999990625,9.523809508692366,7.69230768244576,9.523809508692366,8.955223867231009,9.523809508692366,9.090909077134986,6.7415730261330635,9.374999985351563,8.108108097151204,8.450704213449713,8.333333321759259,8.219178070932633,8.823529398788928,6.976744177934018,8.450704213449713,8.571428559183673,8.823529398788928,8.571428559183673,8.823529398788928,8.69565216131065,8.29955789137687
5008076100861952,,7.792207782088042,7.4074073982624595,6.976744177934018,7.058823521107266,8.69565216131065,8.823529398788928,8.450704213449713,6.976744177934018,7.594936699246915,7.894736831717452,5.263157890120036,8.823529398788928,8.219178070932633,8.450704213449713,7.228915653941064,6.521739123345935,7.499999990625,5.825242712791026,8.571428559183673,9.374999985351563,8.450704213449713,7.4033295306052125
5009242587136000,,9.677419339229969,9.999999983333334,7.69230768244576,10.344827568370988,9.523809508692366,10.909090889256198,9.836065557645794,8.955223867231009,9.999999983333334,7.894736831717452,7.999999989333333,9.677419339229969,9.523809508692366,9.836065557645794,9.836065557645794,8.69565216131065,7.499999990625,9.090909077134986,9.677419339229969,9.999999983333334,9.999999983333334,9.130732808040648
5024475057750016,,7.792207782088042,7.69230768244576,5.454545449586776,9.523809508692366,6.249999993489583,6.89655171621086,7.058823521107266,6.521739123345935,7.999999989333333,5.714285708843537,7.594936699246915,5.940594053524164,5.555555550411522,6.666666659259259,7.499999990625,6.521739123345935,5.454545449586776,8.450704213449713,5.714285708843537,5.555555550411522,6.818181810433883,6.513599098741057
5038555034288128,,5.309734508575455,6.451612896288587,7.69230768244576,7.894736831717452,5.9999999939999995,7.4074073982624595,5.357142852359694,4.761904758125472,6.382978716613851,8.108108097151204,6.593406586161091,6.060606054484236,6.521739123345935,5.0420168024856995,5.217391299810964,5.7692307636834315,8.571428559183673,7.4074073982624595,5.714285708843537,6.818181810433883,4.761904758125472,6.081795049604651
5052983540711424,,6.451612896288587,7.142857134353741,4.72440944509889,6.7415730261330635,6.666666659259259,6.382978716613851,7.058823521107266,5.7692307636834315,7.317073161808447,4.838709673517169,5.660377353150587,6.451612896288587,5.454545449586776,7.142857134353741,6.249999993489583,6.382978716613851,4.615384611834319,5.940594053524164,6.185567003932405,6.249999993489583,6.976744177934018,6.007344881556978
5058074352025600,,5.940594053524164,7.999999989333333,6.122448973344439,6.382978716613851,4.6511627870921215,5.309734508575455,5.8823529354094575,5.6074766302733865,7.999999989333333,6.451612896288587,5.660377353150587,4.316546759484498,4.444444441152263,5.825242712791026,5.8823529354094575,6.521739123345935,5.9999999939999995,6.249999993489583,4.411764702638409,5.17241378864447,5.660377353150587,5.5487889496601035
5064182802153472,,4.6511627870921215,7.4074073982624595,4.9180327828540715,7.894736831717452,5.0420168024856995,7.894736831717452,7.058823521107266,4.347826083805923,7.317073161808447,5.357142852359694,6.593406586161091,4.411764702638409,6.818181810433883,6.666666659259259,4.411764702638409,5.9999999939999995,4.999999995833333,7.228915653941064,4.838709673517169,7.894736831717452,6.451612896288587,5.723874025111072
5116922181976064,,5.825242712791026,6.451612896288587,5.9999999939999995,5.357142852359694,7.999999989333333,7.058823521107266,6.451612896288587,5.454545449586776,6.382978716613851,6.593406586161091,5.7692307636834315,6.185567003932405,6.521739123345935,5.9999999939999995,5.8823529354094575,5.6074766302733865,5.9999999939999995,6.593406586161091,5.940594053524164,6.818181810433883,6.31578946703601,6.156080807099862
5136477100965888,,6.31578946703601,5.8823529354094575,6.521739123345935,6.7415730261330635,5.8823529354094575,5.6074766302733865,6.31578946703601,5.454545449586776,6.185567003932405,7.499999990625,5.7692307636834315,5.454545449586776,4.580152668259426,6.185567003932405,6.249999993489583,5.40540540053567,6.666666659259259,6.451612896288587,5.504587150913222,4.999999995833333,5.9999999939999995,5.7994692264394745
5212561070882816,,7.792207782088042,6.89655171621086,6.249999993489583,6.122448973344439,6.382978716613851,9.836065557645794,5.9999999939999995,7.499999990625,6.382978716613851,8.333333321759259,3.896103893573958,6.185567003932405,7.69230768244576,5.825242712791026,7.69230768244576,5.660377353150587,6.666666659259259,5.263157890120036,6.185567003932405,9.374999985351563,5.714285708843537,6.345015304620515
5212805850464256,,8.571428559183673,7.594936699246915,7.058823521107266,8.69565216131065,7.317073161808447,7.69230768244576,4.72440944509889,7.4074073982624595,7.69230768244576,7.792207782088042,7.499999990625,7.142857134353741,6.7415730261330635,4.958677681852333,7.499999990625,6.818181810433883,7.594936699246915,7.999999989333333,7.058823521107266,7.058823521107266,4.9180327828540715,6.823770484042637
5218296093736960,,5.40540540053567,6.666666659259259,6.122448973344439,7.058823521107266,6.976744177934018,7.228915653941064,4.9180327828540715,4.6511627870921215,6.976744177934018,6.593406586161091,5.9999999939999995,7.228915653941064,6.249999993489583,5.0420168024856995,5.084745758402757,5.7692307636834315,6.666666659259259,6.451612896288587,7.4074073982624595,5.9999999939999995,4.958677681852333,5.957954370108845
5223645710385152,,6.666666659259259,6.060606054484236,6.122448973344439,6.7415730261330635,7.4074073982624595,6.7415730261330635,6.122448973344439,5.940594053524164,6.666666659259259,6.593406586161091,5.555555550411522,7.058823521107266,5.7692307636834315,5.0420168024856995,6.593406586161091,5.660377353150587,6.666666659259259,6.451612896288587,7.058823521107266,6.521739123345935,4.615384611834319,6.104358067246029
5224404543864832,,8.333333321759259,8.69565216131065,8.219178070932633,7.4074073982624595,7.792207782088042,8.571428559183673,7.69230768244576,7.792207782088042,8.955223867231009,8.571428559183673,5.555555550411522,7.594936699246915,7.499999990625,8.108108097151204,7.999999989333333,7.594936699246915,8.571428559183673,5.940594053524164,7.69230768244576,7.894736831717452,7.792207782088042,7.558774243301356
5238698530570240,,6.666666659259259,6.666666659259259,6.818181810433883,7.4074073982624595,6.976744177934018,7.058823521107266,5.357142852359694,6.122448973344439,6.976744177934018,6.976744177934018,5.8823529354094575,6.593406586161091,6.122448973344439,5.454545449586776,6.382978716613851,6.122448973344439,6.666666659259259,6.593406586161091,7.058823521107266,6.818181810433883,5.357142852359694,6.314648840905954
5242031559409664,,7.058823521107266,6.89655171621086,8.219178070932633,8.333333321759259,7.594936699246915,7.228915653941064,9.523809508692366,6.521739123345935,6.666666659259259,8.955223867231009,6.122448973344439,7.058823521107266,6.521739123345935,9.230769216568047,6.976744177934018,5.7692307636834315,8.571428559183673,6.451612896288587,7.69230768244576,6.818181810433883,8.955223867231009,7.157991700350438
5255706735280128,,7.317073161808447,6.666666659259259,5.555555550411522,7.4074073982624595,8.69565216131065,7.058823521107266,6.818181810433883,6.7415730261330635,6.666666659259259,5.940594053524164,6.122448973344439,8.333333321759259,6.122448973344439,6.382978716613851,7.499999990625,5.40540540053567,5.454545449586776,7.228915653941064,8.108108097151204,6.818181810433883,6.521739123345935,6.591573185330871
